Meeting Name,Meeting Key,Meeting Description,Grade,Semester,Agenda Item Key,Agenda Item Title,Dont Create With Roadmap,Agenda Item Counselor Instructions,Meeting Counselor Instructions,Task Key,Task Name,Task Description,Task Type,Task User Type,Form,Repeats,Content
Introduction to College Research,comprehensive_10_2-introduction-to-college-research-11-1,A thoughtful college search can help you find the right schools and become more competitive for those that already interest you. We’ll use this meeting to get you started.,11,1,comprehensive_10_2-college-research-first-list,College Research & First List,,"1. Students answer college search questions (embedded in UMS) during the meeting via a conversation with their counselor-yielding a more productive and strategic, in-depth conversation.                                         2. Provide curated list of schools based off questionnaire for preliminary research ",,comprehensive-10-2 Optional - Listen to Get Wise Podcast. Episode 5,Optional - Listen to Get Wise Podcast. Episode 5,,post,parent,,,"Overview of Colleges. What do you want in a college? College fairs, rep visits, and other college search resources. Parent College Questionnaire. Podcast Ep. 5"
Introduction to College Research,comprehensive_10_2-introduction-to-college-research-11-1,,11,1,comprehensive_10_2-utilizing-school-local-resources-for-research,Utilizing school & local resources for research,,"Discuss utilizing school & local resources for research (school counselor, college rep visits, local college fairs, etc) ",,"comprehensive-10-2 Watch College fairs, rep visits, and other college search resources","Watch College fairs, rep visits, and other college search resources",,pre,student,,,
Introduction to College Research,comprehensive_10_2-introduction-to-college-research-11-1,,11,1,comprehensive_10_2-summer-planning,Summer Planning,,Follow-up conversation re: summer planning.,,,,,,,,,
Summer Planning (Summer before 12th),comprehensive_10_2-summer-planning-summer-before-12th-11-1,"We’ll revisit your previous summer, discuss how you might like to spend your break from school, and help you plan a summer that’s productive and enjoyable.   ",11,1,comprehensive_10_2-summer-planning,Summer Planning,,Summer Planning. Ask them to assess last summer – was it fun? What was the highlight? ,,"comprehensive-10-2 If you haven’t read it yet, read the Summer Planning Guide","If you haven’t read it yet, read the Summer Planning Guide",,pre,student,,,"Summer Planning Guide. College fairs, rep visits, and other college search resources. College Visits Overview"
Summer Planning (Summer before 12th),comprehensive_10_2-summer-planning-summer-before-12th-11-1,"We’ll revisit your previous summer, discuss how you might like to spend your break from school, and help you plan a summer that’s productive and enjoyable.   ",11,1,comprehensive_10_2-summer-planning,Summer Planning,,Summer Planning. Ask them to assess last summer – was it fun? What was the highlight? ,,"comprehensive-10-2 Writing Assignment: if you were given a week to do whatever you wanted (consider money no object), what would you do?","Writing Assignment: if you were given a week to do whatever you wanted (consider money no object), what would you do?",,pre,student,,,"Summer Planning Guide. College fairs, rep visits, and other college search resources. College Visits Overview"
Summer Planning (Summer before 12th),comprehensive_10_2-summer-planning-summer-before-12th-11-1,,11,1,comprehensive_10_2-summer-planning-stem-fine-arts,Summer Planning - STEM & Fine Arts,,"If this is a STEM or fine arts student, this should be a more pointed conversation about how to build hands-on experience and/or contribute to a portfolio. ",,,,,,,,,
Summer Planning (Summer before 12th),comprehensive_10_2-summer-planning-summer-before-12th-11-1,,11,1,comprehensive_10_2-summer-research,Summer Research,,1. Assign ideas to research                             2. See if they'd be open to reading 1-2 books for fun. Talk through potential ideas.,,,,,,,,,
Summer Planning (Summer before 12th),comprehensive_10_2-summer-planning-summer-before-12th-11-1,,11,1,comprehensive_10_2-summer-programs,Summer Programs,,Share a few specific programs with families that would be a good match for the student. ,,,,,,,,,
Summer Planning (Summer before 12th),comprehensive_10_2-summer-planning-summer-before-12th-11-1,,11,1,comprehensive_10_2-college-fairs-college-visits,College Fairs & College Visits,,Discuss attending college fairs and opportunities to visit colleges in conjunction with family travel plans ,,"comprehensive-10-2 Watch College fairs, rep visits, and other college search resources","Watch College fairs, rep visits, and other college search resources",,pre,student,,,
Summer Planning (Summer before 12th),comprehensive_10_2-summer-planning-summer-before-12th-11-1,,11,1,comprehensive_10_2-college-fairs-college-visits,College Fairs & College Visits,,Discuss attending college fairs and opportunities to visit colleges in conjunction with family travel plans ,,comprehensive-10-2 Watch College Visits Overview,Watch College Visits Overview,,pre,student,,,
Summer Planning (Summer before 12th),comprehensive_10_2-summer-planning-summer-before-12th-11-1,,11,1,comprehensive_10_2-diagnostics,Diagnostics?,,"Register student for any diagnostics that need to be taken (SAT, ACT or both) ",,,,,,,,,
Summer Planning (Summer before 12th),comprehensive_10_2-summer-planning-summer-before-12th-11-1,,11,1,comprehensive_10_2-academic-check-in,Academic Check-in,,Evaluate academic performance and identify any necessary support needed. Evaluation of study skills and determine if any additional support is necessary ,,,,,,,,,
College Research Round Two & Major Discussion,comprehensive_10_2-college-research-round-two-major-discussion-11-1,"Based on your feedback, your counselor will help you refine your college list and consider potential academic plans in college (even if you don’t yet know what you want to study).",11,1,comprehensive_10_2-review-initial-research,Review Initial Research,,1. Review research.                                           2. Provide an updated list of colleges to research based off initial findings ,,comprehensive-10-2 Research suggested college list,Research suggested college list,,pre,student,,,Highly Selected Colleges. Building a balanced college list. Academic opportunities in college. 
College Research Round Two & Major Discussion,comprehensive_10_2-college-research-round-two-major-discussion-11-1,"Based on your feedback, your counselor will help you refine your college list and consider potential academic plans in college (even if you don’t yet know what you want to study).",11,1,comprehensive_10_2-review-initial-research,Review Initial Research,,1. Review research.                                           2. Provide an updated list of colleges to research based off initial findings ,,comprehensive-10-2 Watch Highly Selected Colleges,Watch Highly Selected Colleges,,pre,student,,,Highly Selected Colleges. Building a balanced college list. Academic opportunities in college. 
College Research Round Two & Major Discussion,comprehensive_10_2-college-research-round-two-major-discussion-11-1,"Based on your feedback, your counselor will help you refine your college list and consider potential academic plans in college (even if you don’t yet know what you want to study).",11,1,comprehensive_10_2-review-initial-research,Review Initial Research,,1. Review research.                                           2. Provide an updated list of colleges to research based off initial findings ,,comprehensive-10-2 Watch Building a Balanced College List,Watch Building a Balanced College List,,pre,student,,,Highly Selected Colleges. Building a balanced college list. Academic opportunities in college. 
College Research Round Two & Major Discussion,comprehensive_10_2-college-research-round-two-major-discussion-11-1,,11,1,comprehensive_10_2-discuss-majors,Discuss Majors,,"Begin to discuss potential major choices, assign majors to research ",,comprehensive-10-2 Watch Academic Opportunities in College,Watch Academic Opportunities in College,,pre,student,,,
College Research Round Two & Major Discussion,comprehensive_10_2-college-research-round-two-major-discussion-11-1,,11,1,comprehensive_10_2-college-cost-financial-aid-eligibilty,College Cost & Financial Aid Eligibilty,,Share resources with family re: college cost and financial aid eligibility to allow them to evaluate on their own ,,,,,,,,,
Major Research & Course Selection,comprehensive_10_2-major-research-course-selection-11-2,"Your counselor will review your list of colleges, discuss your current academic interests, and recommend a 12th grade course schedule that will best help you reach your goals.  ",11,2,comprehensive_10_2-review-research,Review Research,,Review research. Continue to weave in major conversation as student completes research ,,comprehensive-10-2 Research suggested college list,Research suggested college list,,pre,student,,,Podcast Ep. 6
Major Research & Course Selection,comprehensive_10_2-major-research-course-selection-11-2,"Your counselor will review your list of colleges, discuss your current academic interests, and recommend a 12th grade course schedule that will best help you reach your goals.  ",11,2,comprehensive_10_2-review-research,Review Research,,Review research. Continue to weave in major conversation as student completes research ,,comprehensive-10-2 Research & review major research,Research & review major research,,pre,student,,,Podcast Ep. 6
Major Research & Course Selection,comprehensive_10_2-major-research-course-selection-11-2,"Your counselor will review your list of colleges, discuss your current academic interests, and recommend a 12th grade course schedule that will best help you reach your goals.  ",11,2,comprehensive_10_2-review-research,Review Research,,Review research. Continue to weave in major conversation as student completes research ,,comprehensive-10-2 Fill in major questions for homework,Fill in major questions for homework,,pre,student,,,Podcast Ep. 6
Major Research & Course Selection,comprehensive_10_2-major-research-course-selection-11-2,"Your counselor will review your list of colleges, discuss your current academic interests, and recommend a 12th grade course schedule that will best help you reach your goals.  ",11,2,comprehensive_10_2-review-research,Review Research,,Review research. Continue to weave in major conversation as student completes research ,,comprehensive-10-2 Optional - Listen to Get Wise Podcast. Episode 6,Optional - Listen to Get Wise Podcast. Episode 6,,post,parent,,,Podcast Ep. 6
Major Research & Course Selection,comprehensive_10_2-major-research-course-selection-11-2,,11,2,comprehensive_10_2-12th-grade-course-planning,12th Grade Course Planning,,"1. Review courses for 12th and confirm.        2. Discuss how the planned courses aligns with any major choices (if engineering, what coursework; if certain colleges, what coursework, etc). ",,comprehensive-10-2 Fill in the Coursework section with all final grades from 9th-11th,Fill in the Coursework section with all final grades from 9th-11th,,pre,student,,,
Major Research & Course Selection,comprehensive_10_2-major-research-course-selection-11-2,,11,2,comprehensive_10_2-express-gratitude,Express gratitude,,Express gratitude to 1-2 favorite teachers,,,,,,,,,
College Visits & Letters of Recommendation,comprehensive_10_2-college-visits-letters-of-recommendation-11-2,"This meeting focuses on two important parts of your college application process—planning college visits, and securing strong letters of recommendation from the right teachers.",11,2,comprehensive_10_2-college-visits,College Visits,,1. Discuss college visits.                                     2. Make recommendations to the family based on the college list and provide resources to allow them to plan trips accordingly ,,comprehensive-10-2 Read College Visit Guide,Read College Visit Guide,,pre,student,,,College Visit Guide. Letters of Recommendation FAQ. Which teachers should write your letters of recommendation? 
College Visits & Letters of Recommendation,comprehensive_10_2-college-visits-letters-of-recommendation-11-2,,11,2,comprehensive_10_2-letters-of-recommendation,Letters of Recommendation,,Discuss letters of recommendation choices and compare to requirements based on current list ,,comprehensive-10-2 Read Letters of Recommendation FAQ,Read Letters of Recommendation FAQ,,pre,student,,,
College Visits & Letters of Recommendation,comprehensive_10_2-college-visits-letters-of-recommendation-11-2,,11,2,comprehensive_10_2-letters-of-recommendation,Letters of Recommendation,,Discuss letters of recommendation choices and compare to requirements based on current list ,,comprehensive-10-2 Watch Which teachers should write your letters of recommendation?,Watch Which teachers should write your letters of recommendation?,,pre,student,,,
College Visits & Letters of Recommendation,comprehensive_10_2-college-visits-letters-of-recommendation-11-2,,11,2,comprehensive_10_2-letters-of-recommendation,Letters of Recommendation,,Discuss letters of recommendation choices and compare to requirements based on current list ,,comprehensive-10-2 Submit to CW counselor top three choices for teacher LOR and two supplemental LOR,Submit to CW counselor top three choices for teacher LOR and two supplemental LOR,,pre,student,,,
College Research - Narrowing the List,comprehensive_10_2-college-research-narrowing-the-list-11-2,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,11,2,comprehensive_10_2-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,comprehensive-10-2 Research suggested college list,Research suggested college list,,pre,student,,,Finalizing Your List: Part 1. How to Navigate Demonstrated Interest. Podcast Ep. 7
College Research - Narrowing the List,comprehensive_10_2-college-research-narrowing-the-list-11-2,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,11,2,comprehensive_10_2-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,comprehensive-10-2 Read How to Navigate Demonstrated Interest,Read How to Navigate Demonstrated Interest,,pre,student,,,Finalizing Your List: Part 1. How to Navigate Demonstrated Interest. Podcast Ep. 7
College Research - Narrowing the List,comprehensive_10_2-college-research-narrowing-the-list-11-2,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,11,2,comprehensive_10_2-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,comprehensive-10-2 Research any final schools and begin to narrow the list,Research any final schools and begin to narrow the list,,post,parent,,,Finalizing Your List: Part 1. How to Navigate Demonstrated Interest. Podcast Ep. 7
College Research - Narrowing the List,comprehensive_10_2-college-research-narrowing-the-list-11-2,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,11,2,comprehensive_10_2-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,comprehensive-10-2 Watch Finalizing Your List: Part I,Watch Finalizing Your List: Part I,,post,parent,,,Finalizing Your List: Part 1. How to Navigate Demonstrated Interest. Podcast Ep. 7
College Research - Narrowing the List,comprehensive_10_2-college-research-narrowing-the-list-11-2,Applying to too many colleges can have adverse effects on both your applications and your sanity. We’ll review your current progress towards creating a balanced and strategically smart final list of colleges.,11,2,comprehensive_10_2-narrow-the-list,Narrow the List,,1. Review research on additional schools.      2. Discuss how to narrow the list & including program research.                                             3. Provide an updated list with any additional schools necessary to fill the gaps to balance the list ,,comprehensive-10-2 Optional - Listen to Get Wise Podcast. Episode 7,Optional - Listen to Get Wise Podcast. Episode 7,,post,parent,,,Finalizing Your List: Part 1. How to Navigate Demonstrated Interest. Podcast Ep. 7
Check-in Meeting,comprehensive_10_2-check-in-meeting-ad-hoc-11-2,,11,2,comprehensive_10_2-academic-check-in,Academic Check-in,1,Evaluate academic performance and identify any necessary support needed. Evaluation of study skills and determine if any additional support is necessary ,(ad hoc),,,,,,,,Goal Setting Progress Report.
Check-in Meeting,comprehensive_10_2-check-in-meeting-ad-hoc-11-2,,11,2,comprehensive_10_2-activities-update,Activities Update,1,Discuss new avenues to pursue as needed ,(ad hoc),,,,,,,,
Check-in Meeting,comprehensive_10_2-check-in-meeting-ad-hoc-11-2,,11,2,comprehensive_10_2-revisit-testing-plans,Revisit Testing Plans,1,"Revisit testing plans (adjust SAT/ACT timeline depending on scores, Subject Tests if needed, discuss AP exams and necessary prep",(ad hoc),,,,,,,,
Check-in Meeting,comprehensive_10_2-check-in-meeting-ad-hoc-11-2,,11,2,comprehensive_10_2-revisit-summer-plans,Revisit Summer Plans,1,"Revisit summer plans (decisions made on any programs, confirm student applied, discuss other local opportunities if there is no summer program) ",(ad hoc),,,,,,,,
Check-in Meeting,comprehensive_10_2-check-in-meeting-ad-hoc-11-2,,11,2,comprehensive_10_2-college-visits,College Visits,1,Identify college visit opportunities in conjunction with existing family travel plans ,(ad hoc),,,,,,,,
Check-in Meeting,comprehensive_10_2-check-in-meeting-ad-hoc-11-2,,11,2,comprehensive_10_2-status-check-in-goal-setting-progress-report,Status check-in: Goal Setting Progress Report,1,Counselor to add written updates on student’s progress ,(ad hoc),,,,,,,,
Essay Brainstorming,comprehensive_10_2-essay-brainstorming-11-3,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",11,3,comprehensive_10_2-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,comprehensive-10-2 Watch Essay Brainstorming,Watch Essay Brainstorming,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,comprehensive_10_2-essay-brainstorming-11-3,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",11,3,comprehensive_10_2-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,comprehensive-10-2 Read this blogpost on the importance of the college essay,Read this blogpost on the importance of the college essay,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,comprehensive_10_2-essay-brainstorming-11-3,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",11,3,comprehensive_10_2-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,comprehensive-10-2 Complete the brainstorming exercises in the Prompt tab,Complete the brainstorming exercises in the Prompt tab,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,comprehensive_10_2-essay-brainstorming-11-3,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",11,3,comprehensive_10_2-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,comprehensive-10-2 Block off the remainder of the brainstorming day for writing,Block off the remainder of the brainstorming day for writing,,pre,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Essay Brainstorming,comprehensive_10_2-essay-brainstorming-11-3,"Every student has a story worth telling—we’ll help you find yours to share with colleges. You’ll leave this meeting with an outline for a college essay that is thoughtful, engaging, and even fun to write.",11,3,comprehensive_10_2-essay-brainstorm,Essay brainstorm,,Brainstorm and outline perosnal statement,,comprehensive-10-2 Submit your first draft within 24 hours,Submit your first draft within 24 hours,,post,student,,,Essay Brainstorming. Blogpost on the importance of the college essay. Letter to Parents on the essay process.
Finalize the College List,comprehensive_10_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,comprehensive_10_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-10-2 Watch Finalize your List: Part II,Watch Finalize your List: Part II,,pre,student,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8
Finalize the College List,comprehensive_10_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,comprehensive_10_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-10-2 Watch Finalizing Letters of Recommendation,Watch Finalizing Letters of Recommendation,,pre,student,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8
Finalize the College List,comprehensive_10_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,comprehensive_10_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-10-2 Visit school counselor for college list feedback,Visit school counselor for college list feedback,,pre,student,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8
Finalize the College List,comprehensive_10_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,comprehensive_10_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-10-2 Watch Early Decision vs Early Action,Watch Early Decision vs Early Action,,post,parent,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8
Finalize the College List,comprehensive_10_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,comprehensive_10_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,"comprehensive-10-2 Once finalized, complete a “Why this school” note in UMS for each school you’d like to be on the final list","Once finalized, complete a “Why this school” note in UMS for each school you’d like to be on the final list",,post,parent,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8
Finalize the College List,comprehensive_10_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,comprehensive_10_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-10-2 Fill in your Common Applications,Fill in your Common Applications,,post,parent,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8
Finalize the College List,comprehensive_10_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,comprehensive_10_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-10-2 Ask your recommenders for letters,Ask your recommenders for letters,,post,parent,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8
Finalize the College List,comprehensive_10_2-finalize-the-college-list-11-3,"Together we’ll finalize your college list, review potential application options like “early decision” and “early action,” and make sure you’re set for a smooth and successful path to admission.  ",11,3,comprehensive_10_2-finalize-college-list,Finalize College List,,1. Finalize the college list                                2. Conisder EA & ED options                            3. Attend individual college info sessions at high schools for schools on the final list 4. Discuss the Common App and share Common App Guide,,comprehensive-10-2 Optional - Listen to Get Wise Podcast. Episode 8,Optional - Listen to Get Wise Podcast. Episode 8,,post,parent,,,Common App Guide. Finalize your List: Part II. Finalizing Letters of Recommendation. Early Decision vs Early Action. Podcast Ep. 8
Finalize the College List,comprehensive_10_2-finalize-the-college-list-11-3,,11,3,comprehensive_10_2-portfolios-auditions,Portfolios/Auditions,,Identify schools that require portfolio/auditions. Refer to Strategist to evaluate additional support needed. ,,,,,,,,,
Senior Season Check-in Meeting,comprehensive_10_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,comprehensive_10_2-assign-new-applications,Assign new applications,1,,(ad hoc),comprehensive-10-2 Create and fill out Coalition App,Create and fill out Coalition App,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
